num_timesteps,timesteps_per_actorbatch,clip_param,entcoeff,optim_epochs,optim_stepsize,optim_batchsize,gamma,lam,schedule,seed,model_path,entcoedd,model_name,model_dir,nodes_per_layer,num_layers
6000,500,0.1,0.0,5,0.0001,32,0.99,0.95,linear,0,/home/acit/gymlogs/models/time_x_num_layers_exp_10/time_x_num_layers_exp_10,0,time_x_num_layers_exp_10,/home/acit/gymlogs/models/time_x_num_layers_exp_10,2,10
