EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_ent,loss_kl,loss_pol_entpen,loss_pol_surr,loss_vf_loss
nan,nan,0,0,16.3847074508667,0,-0.0029832124710083008,5.683878,0.00011387098,0.0,-0.0015075952,0.05626634
999.0,-66.16856885351413,1,1,32.42070960998535,999,-0.017160415649414062,5.6817894,3.0038245e-05,0.0,-0.00047270983,0.317369
999.0,-66.16856885351413,0,1,46.785698652267456,999,-0.04827618598937988,5.6751356,0.00033643187,0.0,-0.004633509,0.18223554
998.5,-58.601593056663816,1,2,62.623891830444336,1997,-0.0017801523208618164,5.663962,0.00034487172,0.0,-0.0031384837,0.21056072
998.5,-58.601593056663816,0,2,84.54780960083008,1997,-0.00670313835144043,5.665553,5.6616766e-05,0.0,-0.0008881327,0.17520858
998.6666666666666,-55.63476343809318,1,3,99.88050079345703,2996,-0.001482844352722168,5.6683283,0.000113532245,0.0,-0.0019657311,0.19161843
998.6666666666666,-55.63476343809318,0,3,114.88875532150269,2996,-0.005148530006408691,5.662774,4.8279762e-05,0.0,-0.001388362,0.35450393
998.75,-57.728060705284335,1,4,132.33063912391663,3995,-0.000713348388671875,5.662359,4.064989e-05,0.0,-0.00075623003,0.41967076
998.75,-57.728060705284335,0,4,149.08664798736572,3995,-0.007601618766784668,5.660923,4.8279642e-05,0.0,-0.0012925141,0.091526076
998.6,-54.186803477318975,1,5,160.6352779865265,4993,-0.00018513202667236328,5.6638536,1.9468309e-05,0.0,-0.00075306324,0.12318549
998.6,-54.186803477318975,0,5,173.0442955493927,4993,-0.0007015466690063477,5.663825,1.6510487e-05,0.0,-0.0009009501,0.09426746
998.6666666666666,-52.42412617273511,1,6,186.8531494140625,5992,-9.441375732421875e-05,5.6643276,6.854534e-07,0.0,-5.253993e-05,0.17439684
998.6666666666666,-52.42412617273511,0,6,202.0112373828888,5992,-0.0002453327178955078,5.66434,1.1920929e-07,0.0,-3.466308e-06,0.80711627
998.7142857142857,-55.498495948290305,1,7,219.06399655342102,6991,3.3974647521972656e-06,5.6643286,-2.682209e-07,0.0,-5.8072806e-06,0.6297502
