EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_ent,loss_kl,loss_pol_entpen,loss_pol_surr,loss_vf_loss
nan,nan,0,0,8.040481805801392,0,-0.0004513263702392578,5.6844964,6.023657e-05,0.0,-0.0015199537,0.6293229
999.0,-66.71407357231132,1,1,14.588846683502197,999,-6.99758529663086e-05,5.6852527,7.5438846e-05,0.0,-0.0014849976,0.6416961
999.0,-66.71407357231132,0,1,20.23949909210205,999,-0.009819507598876953,5.6800365,0.00010361542,0.0,-0.0022010873,0.398643
999.5,-58.99059708620353,1,2,25.891961812973022,1999,-0.0017119646072387695,5.6673436,0.00011845814,0.0,-0.0021683646,0.34607732
999.5,-58.99059708620353,0,2,30.309349536895752,1999,-0.0012557506561279297,5.662007,5.4570315e-05,0.0,-0.0012359453,0.36532462
999.6666666666666,-56.21816598269107,1,3,36.188095569610596,2999,-0.0006564855575561523,5.663615,0.00034951777,0.0,-0.004139906,0.3442564
999.6666666666666,-56.21816598269107,0,3,41.280131340026855,2999,-0.0011186599731445312,5.6649475,3.474867e-05,0.0,-0.001081555,0.6679048
999.75,-58.43011508750012,1,4,47.02606201171875,3999,-0.0005429983139038086,5.6701765,5.6348443e-05,0.0,-0.0012242905,0.6514525
999.75,-58.43011508750012,0,4,53.124351978302,3999,-0.0029381513595581055,5.6696606,3.345573e-05,0.0,-0.0012562306,0.20280153
999.8,-54.602165744927206,1,5,58.408390522003174,4999,-0.00016641616821289062,5.669721,2.970863e-05,0.0,-0.0007102197,0.16708796
999.8,-54.602165744927206,0,5,63.50492978096008,4999,-0.0002830028533935547,5.6682873,8.592964e-06,0.0,-0.00055287225,0.23071055
999.8333333333334,-52.57314737307061,1,6,68.87387323379517,5999,2.4020671844482422e-05,5.6676326,1.8463136e-06,0.0,-0.00017359972,0.24045448
999.8333333333334,-52.57314737307061,0,6,73.67575573921204,5999,2.1457672119140625e-05,5.6676326,-2.9802322e-08,0.0,-2.795458e-07,1.2920891
999.8571428571429,-56.487316487886865,1,7,78.57908296585083,6999,1.6093254089355469e-06,5.6676326,-5.9604645e-08,0.0,-1.0204316e-06,1.1303873
