num_timesteps,timesteps_per_actorbatch,clip_param,entcoeff,optim_epochs,optim_stepsize,optim_batchsize,gamma,lam,schedule,seed,model_path,model_name,model_dir,nodes_per_layer,num_layers
4000,2000,0.1,0.0,2,0.0001,20,0.99,0.95,linear,0,/home/acit/gymlogs/models/TESTYModel/TESTYModel,TESTYModel,/home/acit/gymlogs/models/TESTYModel,32,2
