num_timesteps,timesteps_per_actorbatch,clip_param,entcoeff,optim_epochs,optim_stepsize,optim_batchsize,gamma,lam,schedule,seed,model_path,model_name,model_dir,nodes_per_layer,num_layers
1000,500,0.1,0.0,5,0.0001,32,0.99,0.95,linear,0,/home/acit/gymfc/rlgymdronecontrol/gymlogs/models/z1/z1,z1,/home/acit/gymfc/rlgymdronecontrol/gymlogs/models/z1,32,2
