model_name,num_timesteps,timesteps_per_actorbatch,clip_param,entcoeff,optim_epochs,optim_batchsize,nodes_per_layer,num_layers,train_time
['time_x_nodes_per_layer_exp_1'],[6000],[500],[0.1],[0],[5],[32],[1],[32],[47.47909641]
['time_x_entcoeff_exp_0'],[6000],[500],[0.1],[0],[5],[32],[2],[32],[37.04827428]
['time_x_optim_epochs_exp_15'],[6000],[500],[0.1],[0],[15],[32],[2],[32],[59.50468874]
['time_x_num_layers_exp_32'],[6000],[500],[0.1],[0],[5],[32],[2],[32],[57.89737678]
['time_x_optim_epochs_exp_2'],[6000],[500],[0.1],[0],[2],[32],[2],[32],[36.31879568]
['time_x_clip_param_exp_0.5'],[6000],[500],[0.5],[0],[5],[32],[2],[32],[32.19351864]
['time_x_clip_param_exp_0.9'],[6000],[500],[0.9],[0],[5],[32],[2],[32],[32.76009893]
['time_x_timesteps_per_actorbatch_exp_100'],[6000],[100],[0.1],[0],[5],[32],[2],[32],[22.45764136]
['time_x_entcoeff_exp_0.5'],[6000],[500],[0.1],[0.5],[5],[32],[2],[32],[36.94770002]
['time_x_optim_batchsize_exp_64'],[6000],[500],[0.1],[0],[5],[64],[2],[32],[40.89982247]
['time_x_num_layers_exp_20'],[6000],[500],[0.1],[0],[5],[32],[2],[20],[40.08006167]
['time_x_num_timesteps_exp_6000'],[6000],[500],[0.1],[0],[5],[32],[2],[32],[26.66534948]
['time_x_timesteps_per_actorbatch_exp_500'],[6000],[500],[0.1],[0],[5],[32],[2],[32],[25.62779546]
['time_x_optim_batchsize_exp_10'],[6000],[500],[0.1],[0],[5],[10],[2],[32],[74.8611927]
['time_x_num_layers_exp_64'],[6000],[500],[0.1],[0],[5],[32],[2],[64],[86.46705484]
['time_x_optim_batchsize_exp_5'],[6000],[500],[0.1],[0],[5],[5],[2],[32],[113.07458353]
['time_x_num_timesteps_exp_12000'],[12000],[500],[0.1],[0],[5],[32],[2],[32],[40.17225671]
['time_x_optim_epochs_exp_10'],[6000],[500],[0.1],[0],[10],[32],[2],[32],[50.73617291]
['time_x_timesteps_per_actorbatch_exp_2000'],[6000],[2000],[0.1],[0],[5],[32],[2],[32],[31.02403069]
['time_x_timesteps_per_actorbatch_exp_250'],[6000],[250],[0.1],[0],[5],[32],[2],[32],[23.24553704]
['time_x_num_timesteps_exp_8000'],[8000],[500],[0.1],[0],[5],[32],[2],[32],[30.04373407]
['time_x_num_layers_exp_10'],[6000],[500],[0.1],[0],[5],[32],[2],[10],[36.66492176]
['time_x_optim_epochs_exp_5'],[6000],[500],[0.1],[0],[5],[32],[2],[32],[43.47667313]
['time_x_entcoeff_exp_0.9'],[6000],[500],[0.1],[0.9],[5],[32],[2],[32],[37.66454339]
['time_x_optim_epochs_exp_1'],[6000],[500],[0.1],[0],[1],[32],[2],[32],[32.91498756]
['time_x_nodes_per_layer_exp_3'],[6000],[500],[0.1],[0],[5],[32],[3],[32],[45.90678692]
['time_x_num_timesteps_exp_10000'],[10000],[500],[0.1],[0],[5],[32],[2],[32],[33.03312778]
['time_x_clip_param_exp_0.1'],[6000],[500],[0.1],[0],[5],[32],[2],[32],[31.06054091]
['time_x_clip_param_exp_0.2'],[6000],[500],[0.2],[0],[5],[32],[2],[32],[31.48447752]
['time_x_optim_batchsize_exp_100'],[6000],[500],[0.1],[0],[5],[100],[2],[32],[36.35760641]
['time_x_optim_batchsize_exp_32'],[6000],[500],[0.1],[0],[5],[32],[2],[32],[45.32004094]
['time_x_timesteps_per_actorbatch_exp_1000'],[6000],[1000],[0.1],[0],[5],[32],[2],[32],[30.27679992]
['time_x_nodes_per_layer_exp_2'],[6000],[500],[0.1],[0],[5],[32],[2],[32],[44.80130029]
['time_x_optim_batchsize_exp_50'],[6000],[500],[0.1],[0],[5],[50],[2],[32],[44.23553205]
['time_x_entcoeff_exp_0.1'],[6000],[500],[0.1],[0.1],[5],[32],[2],[32],[39.27182341]
