,exp12,exp6,0.2773,0.9,-0.5119,1.0666,FALSE
,exp12,exp7,-0.2414,0.9,-1.0306,0.5479,FALSE
,exp12,exp8,2.5182,0.001,1.7289,3.3074,TRUE
,exp12,exp9,2.7792,0.001,1.9899,3.5684,TRUE
,exp13,exp14,0.0045,0.9,-0.7848,0.7937,FALSE
,exp13,exp15,-0.058,0.9,-0.8473,0.7312,FALSE
,exp13,exp16,-0.0093,0.9,-0.7986,0.7799,FALSE
,exp13,exp17,-0.0168,0.9,-0.8061,0.7724,FALSE
,exp13,exp18,0.1199,0.9,-0.6694,0.9091,FALSE
,exp13,exp19,0.1823,0.9,-0.607,0.9716,FALSE
,exp13,exp2,-0.0855,0.9,-0.8747,0.7038,FALSE
,exp13,exp20,-0.0576,0.9,-0.8469,0.7317,FALSE
,exp13,exp21,-0.0057,0.9,-0.7949,0.7836,FALSE
,exp13,exp22,0.1624,0.9,-0.6268,0.9517,FALSE
,exp13,exp23,-0.0377,0.9,-0.8269,0.7516,FALSE
,exp13,exp24,18.4856,0.001,17.6964,19.2749,TRUE
,exp13,exp3,0.064,0.9,-0.7253,0.8532,FALSE
,exp13,exp4,0.226,0.9,-0.5633,1.0153,FALSE
,exp13,exp5,1.814,0.001,1.0247,2.6032,TRUE
,exp13,exp6,0.5579,0.5959,-0.2313,1.3472,FALSE
,exp13,exp7,0.0393,0.9,-0.75,0.8285,FALSE
,exp13,exp8,2.7988,0.001,2.0095,3.5881,TRUE
,exp13,exp9,3.0598,0.001,2.2705,3.8491,TRUE
,exp14,exp15,-0.0625,0.9,-0.8518,0.7267,FALSE
,exp14,exp16,-0.0138,0.9,-0.8031,0.7755,FALSE
,exp14,exp17,-0.0213,0.9,-0.8106,0.7679,FALSE
,exp14,exp18,0.1154,0.9,-0.6739,0.9046,FALSE
,exp14,exp19,0.1778,0.9,-0.6114,0.9671,FALSE
,exp14,exp2,-0.09,0.9,-0.8792,0.6993,FALSE
,exp14,exp20,-0.0621,0.9,-0.8513,0.7272,FALSE
,exp14,exp21,-0.0101,0.9,-0.7994,0.7791,FALSE
,exp14,exp22,0.1579,0.9,-0.6313,0.9472,FALSE
,exp14,exp23,-0.0422,0.9,-0.8314,0.7471,FALSE
,exp14,exp24,18.4811,0.001,17.6919,19.2704,TRUE
,exp14,exp3,0.0595,0.9,-0.7298,0.8487,FALSE
,exp14,exp4,0.2215,0.9,-0.5677,1.0108,FALSE
,exp14,exp5,1.8095,0.001,1.0202,2.5987,TRUE
,exp14,exp6,0.5535,0.6097,-0.2358,1.3427,FALSE
,exp14,exp7,0.0348,0.9,-0.7545,0.824,FALSE
,exp14,exp8,2.7943,0.001,2.0051,3.5836,TRUE
,exp14,exp9,3.0553,0.001,2.2661,3.8446,TRUE
,exp15,exp16,0.0487,0.9,-0.7405,0.838,FALSE
,exp15,exp17,0.0412,0.9,-0.7481,0.8305,FALSE
,exp15,exp18,0.1779,0.9,-0.6114,0.9672,FALSE
,exp15,exp19,0.2403,0.9,-0.5489,1.0296,FALSE
,exp15,exp2,-0.0275,0.9,-0.8167,0.7618,FALSE
,exp15,exp20,0.0004,0.9,-0.7888,0.7897,FALSE
,exp15,exp21,0.0524,0.9,-0.7369,0.8416,FALSE
,exp15,exp22,0.2205,0.9,-0.5688,1.0097,FALSE
,exp15,exp23,0.0204,0.9,-0.7689,0.8096,FALSE
,exp15,exp24,18.5436,0.001,17.7544,19.3329,TRUE
,exp15,exp3,0.122,0.9,-0.6673,0.9113,FALSE
,exp15,exp4,0.284,0.9,-0.5052,1.0733,FALSE
,exp15,exp5,1.872,0.001,1.0827,2.6613,TRUE
,exp15,exp6,0.616,0.4088,-0.1733,1.4052,FALSE
,exp15,exp7,0.0973,0.9,-0.692,0.8865,FALSE
,exp15,exp8,2.8568,0.001,2.0676,3.6461,TRUE
,exp15,exp9,3.1178,0.001,2.3286,3.9071,TRUE
,exp16,exp17,-0.0075,0.9,-0.7968,0.7817,FALSE
,exp16,exp18,0.1292,0.9,-0.6601,0.9185,FALSE
,exp16,exp19,0.1916,0.9,-0.5976,0.9809,FALSE
,exp16,exp2,-0.0762,0.9,-0.8654,0.7131,FALSE
,exp16,exp20,-0.0483,0.9,-0.8375,0.741,FALSE
,exp16,exp21,0.0037,0.9,-0.7856,0.7929,FALSE
,exp16,exp22,0.1718,0.9,-0.6175,0.961,FALSE
,exp16,exp23,-0.0284,0.9,-0.8176,0.7609,FALSE
,exp16,exp24,18.4949,0.001,17.7057,19.2842,TRUE
,exp16,exp3,0.0733,0.9,-0.716,0.8625,FALSE
,exp16,exp4,0.2353,0.9,-0.5539,1.0246,FALSE
,exp16,exp5,1.8233,0.001,1.034,2.6126,TRUE
,exp16,exp6,0.5673,0.5672,-0.222,1.3565,FALSE
,exp16,exp7,0.0486,0.9,-0.7407,0.8378,FALSE
,exp16,exp8,2.8081,0.001,2.0189,3.5974,TRUE
,exp16,exp9,3.0691,0.001,2.2799,3.8584,TRUE
,exp17,exp18,0.1367,0.9,-0.6525,0.926,FALSE
,exp17,exp19,0.1991,0.9,-0.5901,0.9884,FALSE
,exp17,exp2,-0.0686,0.9,-0.8579,0.7206,FALSE
,exp17,exp20,-0.0408,0.9,-0.83,0.7485,FALSE
,exp17,exp21,0.0112,0.9,-0.7781,0.8004,FALSE
,exp17,exp22,0.1793,0.9,-0.61,0.9685,FALSE
,exp17,exp23,-0.0208,0.9,-0.8101,0.7684,FALSE
,exp17,exp24,18.5024,0.001,17.7132,19.2917,TRUE
,exp17,exp3,0.0808,0.9,-0.7085,0.8701,FALSE
,exp17,exp4,0.2428,0.9,-0.5464,1.0321,FALSE
,exp17,exp5,1.8308,0.001,1.0416,2.6201,TRUE
,exp17,exp6,0.5748,0.5441,-0.2145,1.364,FALSE
,exp17,exp7,0.0561,0.9,-0.7332,0.8453,FALSE
,exp17,exp8,2.8156,0.001,2.0264,3.6049,TRUE
,exp17,exp9,3.0766,0.001,2.2874,3.8659,TRUE
,exp18,exp19,0.0624,0.9,-0.7268,0.8517,FALSE
,exp18,exp2,-0.2054,0.9,-0.9946,0.5839,FALSE
,exp18,exp20,-0.1775,0.9,-0.9667,0.6118,FALSE
,exp18,exp21,-0.1255,0.9,-0.9148,0.6637,FALSE
,exp18,exp22,0.0426,0.9,-0.7467,0.8318,FALSE
,exp18,exp23,-0.1575,0.9,-0.9468,0.6317,FALSE
,exp18,exp24,18.3657,0.001,17.5765,19.155,TRUE
,exp18,exp3,-0.0559,0.9,-0.8452,0.7333,FALSE
,exp18,exp4,0.1061,0.9,-0.6831,0.8954,FALSE
