EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_ent,loss_kl,loss_pol_entpen,loss_pol_surr,loss_vf_loss
nan,nan,0,0,6.946444034576416,0,-0.05105018615722656,5.6739707,0.00040283104,0.0,0.014765014,6.753245
1000.0,-182.07157262821175,1,1,8.331215143203735,1000,0.23314344882965088,5.673653,0.0010366311,0.0,-0.019385261,6.824876
1000.0,-182.07157262821175,0,1,9.510171175003052,1000,-0.030453085899353027,5.672648,0.0028569645,0.0,-0.022709113,3.3799965
1000.0,-171.69823232306368,1,2,10.888070106506348,2000,0.12909537553787231,5.676833,0.00095409364,0.0,0.011765792,3.3142502
1000.0,-171.69823232306368,0,2,12.063668251037598,2000,0.17381930351257324,5.679418,0.0018376602,0.0,-0.0025768573,0.8796702
1000.0,-167.14993386732166,1,3,13.468422412872314,3000,0.07159668207168579,5.6748023,0.0009054704,0.0,-0.0036239957,2.007779
1000.0,-167.14993386732166,0,3,14.875526428222656,3000,0.1132197380065918,5.671677,0.0019312681,0.0,-0.0023823131,2.4891288
1000.0,-169.32098040801569,1,4,16.464658498764038,4000,-0.04074716567993164,5.6722207,0.002300656,0.0,-0.013470958,2.8389575
1000.0,-169.32098040801569,0,4,17.878930807113647,4000,0.012099266052246094,5.671311,0.0013386187,0.0,-0.012277574,1.5624171
1000.0,-167.3163060068117,1,5,19.516286849975586,5000,0.1555616855621338,5.6736474,0.0004461522,0.0,0.01147772,2.2250874
1000.0,-167.3163060068117,0,5,20.947128295898438,5000,-0.17493903636932373,5.671981,0.002210152,0.0,-0.014339302,1.6096255
1000.0,-163.92301063044258,1,6,22.540707111358643,6000,0.004352092742919922,5.672259,0.000980425,0.0,-0.011276084,1.7834916
1000.0,-163.92301063044258,0,6,23.93277931213379,6000,-0.7382701635360718,5.665336,0.002791708,0.0,-0.013369554,6.0019116
1000.0,-167.6842976548591,1,7,25.552775859832764,7000,-0.08749783039093018,5.6596136,0.0033036848,0.0,-0.01464639,4.0297794
1000.0,-167.6842976548591,0,7,26.92454719543457,7000,-1.1029653549194336,5.6609373,0.0022493596,0.0,-0.013940117,4.457732
1000.0,-166.83107024657193,1,8,28.53797698020935,8000,-0.16130447387695312,5.6589518,0.0022703046,0.0,0.004503401,3.700772
1000.0,-166.83107024657193,0,8,29.922452926635742,8000,-0.03807699680328369,5.6634517,0.0017463856,0.0,-0.0043714494,2.428241
1000.0,-167.387065980598,1,9,31.519980669021606,9000,0.09316837787628174,5.663697,0.0022409344,0.0,-0.0031724244,2.5543866
1000.0,-167.387065980598,0,9,32.89979434013367,9000,0.16384685039520264,5.6657557,0.0005822989,0.0,0.017483296,2.747673
1000.0,-166.0150738516998,1,10,34.49191093444824,10000,-0.1736668348312378,5.661079,0.0017268123,0.0,-0.0040451726,2.2290342
1000.0,-166.0150738516998,0,10,35.884119749069214,10000,-0.6323704719543457,5.6640167,0.0017837405,0.0,-0.015025377,2.021592
1000.0,-163.68686805657245,1,11,37.50561475753784,11000,0.36420905590057373,5.6626506,0.0003581941,0.0,0.023290284,2.0472336
1000.0,-163.68686805657245,0,11,38.894904375076294,11000,-0.036914944648742676,5.6551895,0.0019146429,0.0,0.011169577,1.5009505
1000.0,-162.54410585587132,1,12,40.48941397666931,12000,0.013387918472290039,5.651578,0.0017205667,0.0,-0.0132230045,1.7856659
1000.0,-162.54410585587132,0,12,41.86032843589783,12000,-0.012284398078918457,5.6505055,0.0011322456,0.0,-0.01173139,1.3616562
1000.0,-161.33146926346404,1,13,43.49237823486328,13000,0.02916574478149414,5.6516447,0.0021179165,0.0,-0.0043907803,1.671594
1000.0,-161.33146926346404,0,13,44.88295125961304,13000,-0.5839724540710449,5.6502614,0.0013534687,0.0,0.0029398391,1.5136025
1000.0,-161.4605622702458,1,14,46.49202108383179,14000,-0.2174466848373413,5.652245,0.0013326543,0.0,-0.0061351936,1.824289
1000.0,-161.4605622702458,0,14,47.911844968795776,14000,-0.23618066310882568,5.649882,0.00050110236,0.0,-0.012567874,1.435934
1000.0,-163.63744702401874,1,15,49.54735016822815,15000,-0.0906519889831543,5.6545815,0.0034823006,0.0,-0.012851682,2.6502664
1000.0,-163.63744702401874,0,15,50.93294882774353,15000,-0.48360979557037354,5.651519,0.002359495,0.0,-0.018685026,1.8252476
1000.0,-164.76409954632254,1,16,52.5227472782135,16000,0.35304564237594604,5.6530466,0.0016980781,0.0,-0.0014070611,1.7643113
1000.0,-164.76409954632254,0,16,53.95426869392395,16000,-0.29834234714508057,5.651649,0.0008106731,0.0,0.0034123799,1.571542
1000.0,-165.14566812607535,1,17,55.512208461761475,17000,-0.018556952476501465,5.651772,0.0008939841,0.0,0.0130666215,1.2541791
1000.0,-165.14566812607535,0,17,56.86254835128784,17000,-0.029895782470703125,5.6516576,0.00076210423,0.0,-0.0052358466,1.4807285
1000.0,-165.43574683702087,1,18,58.43896842002869,18000,0.1671023964881897,5.6522393,0.0023345181,0.0,-0.008613627,1.3871086
1000.0,-165.43574683702087,0,18,59.814165115356445,18000,-0.35320353507995605,5.6463747,0.0008650303,0.0,-0.0012746532,1.8372372
1000.0,-164.91407638582277,1,19,61.40371775627136,19000,0.030984938144683838,5.64595,0.0009876798,0.0,-0.0066714427,1.8366544
1000.0,-164.91407638582277,0,19,62.760000228881836,19000,0.0020056962966918945,5.644397,0.0008074338,0.0,0.0053549237,1.0316617
1000.0,-166.45166474302965,1,20,64.32026410102844,20000,0.06705045700073242,5.6407933,0.0011137816,0.0,-0.010523504,1.8999406
1000.0,-166.45166474302965,0,20,65.6860761642456,20000,0.04082214832305908,5.6415076,0.0013352971,0.0,0.016648425,0.6163695
1000.0,-167.55261103730626,1,21,67.24625635147095,21000,0.03617501258850098,5.6436667,0.00079935964,0.0,-0.012824649,1.5601692
1000.0,-167.55261103730626,0,21,68.59887909889221,21000,0.6454713642597198,5.645803,0.0023156693,0.0,-0.014398245,0.8412052
1000.0,-166.90312633718196,1,22,70.18575477600098,22000,0.05702918767929077,5.642509,0.0008076185,0.0,-0.005531593,1.6413805
