EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_ent,loss_kl,loss_pol_entpen,loss_pol_surr,loss_vf_loss
nan,nan,0,0,7.052478790283203,0,-0.0015397071838378906,5.678884,0.0005364419,0.0,-0.0048794793,16277.316,1000.0,-7492.278519293479,1,1,9.616116285324097,1000,-0.02278149127960205,5.6805625,0.0004398871,0.0,-0.0069580805,14023.308
95198,3765.7
